resultId,season,round,driverId,constructorId,grid,position,positionText,points,laps,status,time,fastestLapTime,fastestLapRank,fastestLapSpeed
692,2025,11,stroll,aston_martin,16,14,14,0.00,69,Lapped,+34.462,1:09.214,5,
693,2025,11,colapinto,alpine,14,15,15,0.00,69,Lapped,+42.692,1:09.621,10,
694,2025,11,tsunoda,red_bull,18,16,16,0.00,68,Lapped,+2.979,1:09.802,11,
695,2025,11,albon,williams,12,17,R,0.00,15,Retired,,1:10.641,17,
696,2025,11,max_verstappen,red_bull,7,18,R,0.00,0,Retired,,,NULL,
697,2025,11,antonelli,mercedes,9,19,R,0.00,0,Retired,,,NULL,
698,2025,11,sainz,williams,19,20,W,0.00,0,"Did not start",,,NULL,
699,2025,12,norris,mclaren,3,1,1,25.00,52,Finished,1:37:15.735,1:29.734,2,
700,2025,12,piastri,mclaren,2,2,2,18.00,52,Finished,+6.812,1:29.337,1,
701,2025,12,hulkenberg,sauber,19,3,3,15.00,52,Finished,+34.742,1:30.933,14,
702,2025,12,hamilton,ferrari,5,4,4,12.00,52,Finished,+39.812,1:30.016,3,
703,2025,12,max_verstappen,red_bull,1,5,5,10.00,52,Finished,+56.781,1:30.179,5,
704,2025,12,gasly,alpine,8,6,6,8.00,52,Finished,+59.857,1:30.751,8,
705,2025,12,stroll,aston_martin,17,7,7,6.00,52,Finished,+1:00.603,1:32.088,15,
706,2025,12,albon,williams,13,8,8,4.00,52,Finished,+1:04.135,1:30.047,4,
707,2025,12,alonso,aston_martin,7,9,9,2.00,52,Finished,+1:05.858,1:30.353,6,
708,2025,12,russell,mercedes,4,10,10,1.00,52,Finished,+1:10.674,1:30.869,11,
709,2025,12,bearman,haas,18,11,11,0.00,52,Finished,+1:12.095,1:30.921,13,
710,2025,12,sainz,williams,9,12,12,0.00,52,Finished,+1:16.592,1:30.645,7,
711,2025,12,ocon,haas,14,13,13,0.00,52,Finished,+1:17.301,1:30.818,9,
712,2025,12,leclerc,ferrari,6,14,14,0.00,52,Finished,+1:24.477,1:30.819,10,
713,2025,12,tsunoda,red_bull,11,15,15,0.00,51,Lapped,+32.250,1:30.873,12,
714,2025,12,antonelli,mercedes,10,16,R,0.00,23,Retired,,1:45.576,17,
715,2025,12,hadjar,rb,12,17,R,0.00,17,Retired,,1:41.705,16,
716,2025,12,bortoleto,sauber,16,18,R,0.00,3,Retired,,2:16.121,18,
717,2025,12,lawson,rb,15,19,R,0.00,0,Retired,,,NULL,
718,2025,12,colapinto,alpine,20,20,W,0.00,0,"Did not start",,,NULL,
719,2025,13,piastri,mclaren,2,1,1,25.00,44,Finished,1:25:22.601,1:45.706,4,
720,2025,13,norris,mclaren,1,2,2,18.00,44,Finished,+3.415,1:45.257,3,
721,2025,13,leclerc,ferrari,3,3,3,15.00,44,Finished,+20.185,1:46.174,9,
722,2025,13,max_verstappen,red_bull,4,4,4,12.00,44,Finished,+21.731,1:46.096,7,
723,2025,13,russell,mercedes,6,5,5,10.00,44,Finished,+34.863,1:46.566,11,
724,2025,13,albon,williams,5,6,6,8.00,44,Finished,+39.926,1:46.813,15,
725,2025,13,hamilton,ferrari,18,7,7,6.00,44,Finished,+40.679,1:46.534,10,
726,2025,13,lawson,rb,9,8,8,4.00,44,Finished,+52.033,1:46.649,12,
727,2025,13,bortoleto,sauber,10,9,9,2.00,44,Finished,+56.434,1:46.966,16,
728,2025,13,gasly,alpine,13,10,10,1.00,44,Finished,+1:12.714,1:47.177,17,
729,2025,13,bearman,haas,12,11,11,0.00,44,Finished,+1:13.145,1:46.709,13,
730,2025,13,hulkenberg,sauber,14,12,12,0.00,44,Finished,+1:13.628,1:45.068,2,
731,2025,13,tsunoda,red_bull,7,13,13,0.00,44,Finished,+1:15.395,1:47.241,19,
732,2025,13,stroll,aston_martin,16,14,14,0.00,44,Finished,+1:19.831,1:47.212,18,
733,2025,13,ocon,haas,11,15,15,0.00,44,Finished,+1:26.063,1:46.744,14,
734,2025,13,antonelli,mercedes,19,16,16,0.00,44,Finished,+1:26.721,1:44.861,1,
735,2025,13,alonso,aston_martin,20,17,17,0.00,44,Finished,+1:27.924,1:45.849,5,
736,2025,13,sainz,williams,17,18,18,0.00,44,Finished,+1:32.024,1:46.073,6,
737,2025,13,colapinto,alpine,15,19,19,0.00,44,Finished,+1:35.250,1:46.104,8,
738,2025,13,hadjar,rb,8,20,20,0.00,43,Lapped,+12.942,1:47.667,20,
739,2025,14,norris,mclaren,3,1,1,25.00,70,Finished,1:35:21.231,1:19.918,5,
740,2025,14,piastri,mclaren,2,2,2,18.00,70,Finished,+0.698,1:19.412,2,
741,2025,14,russell,mercedes,4,3,3,15.00,70,Finished,+21.916,1:19.409,1,
742,2025,14,leclerc,ferrari,1,4,4,12.00,70,Finished,+42.560,1:20.440,9,
743,2025,14,alonso,aston_martin,5,5,5,10.00,70,Finished,+59.040,1:20.113,8,
744,2025,14,bortoleto,sauber,7,6,6,8.00,70,Finished,+1:06.169,1:20.705,11,
745,2025,14,stroll,aston_martin,6,7,7,6.00,70,Finished,+1:08.174,1:20.708,12,
746,2025,14,lawson,rb,9,8,8,4.00,70,Finished,+1:09.451,1:20.457,10,
747,2025,14,max_verstappen,red_bull,8,9,9,2.00,70,Finished,+1:12.645,1:19.576,3,
748,2025,14,antonelli,mercedes,15,10,10,1.00,69,Lapped,+7.649,1:20.745,13,
749,2025,14,hadjar,rb,10,11,11,0.00,69,Lapped,+8.500,1:20.802,15,
750,2025,14,hamilton,ferrari,12,12,12,0.00,69,Lapped,+9.861,1:20.022,7,
751,2025,14,hulkenberg,sauber,18,13,13,0.00,69,Lapped,+31.268,1:20.013,6,
752,2025,14,sainz,williams,13,14,14,0.00,69,Lapped,+33.326,1:19.790,4,
753,2025,14,albon,williams,19,15,15,0.00,69,Lapped,+38.111,1:20.779,14,
754,2025,14,ocon,haas,17,16,16,0.00,69,Lapped,+45.258,1:21.916,19,
755,2025,14,tsunoda,red_bull,20,17,17,0.00,69,Lapped,+46.943,1:21.180,17,
756,2025,14,colapinto,alpine,14,18,18,0.00,69,Lapped,+47.370,1:20.827,16,
757,2025,14,gasly,alpine,16,19,19,0.00,69,Lapped,+56.344,1:21.433,18,
758,2025,14,bearman,haas,11,20,R,0.00,48,Retired,,1:21.989,20,
759,2025,15,piastri,mclaren,1,1,1,25.00,72,Finished,1:38:29.849,1:12.271,1,
760,2025,15,max_verstappen,red_bull,3,2,2,18.00,72,Finished,+1.271,1:12.921,3,
761,2025,15,hadjar,rb,4,3,3,15.00,72,Finished,+3.233,1:13.327,5,
762,2025,15,russell,mercedes,5,4,4,12.00,72,Finished,+5.654,1:13.728,9,
763,2025,15,albon,williams,15,5,5,10.00,72,Finished,+6.327,1:13.687,7,
764,2025,15,bearman,haas,20,6,6,8.00,72,Finished,+9.044,1:13.950,13,
765,2025,15,stroll,aston_martin,19,7,7,6.00,72,Finished,+9.497,1:13.822,11,
766,2025,15,alonso,aston_martin,10,8,8,4.00,72,Finished,+11.709,1:13.719,8,
767,2025,15,tsunoda,red_bull,12,9,9,2.00,72,Finished,+13.597,1:14.354,16,
768,2025,15,ocon,haas,18,10,10,1.00,72,Finished,+14.063,1:13.986,14,
769,2025,15,colapinto,alpine,16,11,11,0.00,72,Finished,+14.511,1:13.049,4,
770,2025,15,lawson,rb,8,12,12,0.00,72,Finished,+17.063,1:13.879,12,
771,2025,15,sainz,williams,9,13,13,0.00,72,Finished,+17.376,1:13.808,10,
772,2025,15,hulkenberg,sauber,17,14,14,0.00,72,Finished,+19.725,1:14.912,18,
773,2025,15,bortoleto,sauber,13,15,15,0.00,72,Finished,+21.565,1:14.307,15,
774,2025,15,antonelli,mercedes,11,16,16,0.00,72,Finished,+22.029,1:13.480,6,
775,2025,15,gasly,alpine,14,17,17,0.00,72,Finished,+23.629,1:15.248,19,
776,2025,15,norris,mclaren,2,18,18,0.00,64,Retired,,1:12.379,2,
777,2025,15,leclerc,ferrari,6,19,R,0.00,52,Retired,,1:14.557,17,
778,2025,15,hamilton,ferrari,7,20,R,0.00,22,Retired,,1:15.684,20,
779,2025,16,max_verstappen,red_bull,1,1,1,25.00,53,Finished,1:13:24.325,1:21.003,2,
780,2025,16,norris,mclaren,2,2,2,18.00,53,Finished,+19.207,1:20.901,1,
781,2025,16,piastri,mclaren,3,3,3,15.00,53,Finished,+21.351,1:21.245,3,
782,2025,16,leclerc,ferrari,4,4,4,12.00,53,Finished,+25.624,1:21.294,4,
783,2025,16,russell,mercedes,5,5,5,10.00,53,Finished,+32.881,1:21.800,8,
784,2025,16,hamilton,ferrari,10,6,6,8.00,53,Finished,+37.449,1:21.546,6,
785,2025,16,albon,williams,14,7,7,6.00,53,Finished,+50.537,1:21.368,5,
786,2025,16,bortoleto,sauber,7,8,8,4.00,53,Finished,+58.484,1:22.139,12,
787,2025,16,antonelli,mercedes,6,9,9,2.00,53,Finished,+59.762,1:21.968,10,
788,2025,16,hadjar,rb,19,10,10,1.00,53,Finished,+1:03.891,1:22.133,11,
789,2025,16,sainz,williams,13,11,11,0.00,53,Finished,+1:04.469,1:21.740,7,
790,2025,16,bearman,haas,11,12,12,0.00,53,Finished,+1:19.288,1:21.820,9,
791,2025,16,tsunoda,red_bull,9,13,13,0.00,53,Finished,+1:20.701,1:22.712,16,
792,2025,16,lawson,rb,18,14,14,0.00,53,Finished,+1:22.351,1:22.777,17,
793,2025,16,ocon,haas,15,15,15,0.00,52,Lapped,+2.135,1:22.892,18,
794,2025,16,gasly,alpine,20,16,16,0.00,52,Lapped,+5.837,1:22.185,14,
795,2025,16,colapinto,alpine,17,17,17,0.00,52,Lapped,+7.448,1:22.239,15,
796,2025,16,stroll,aston_martin,16,18,18,0.00,52,Lapped,+9.301,1:22.164,13,
797,2025,16,alonso,aston_martin,8,19,R,0.00,24,Retired,,1:23.757,19,
798,2025,16,hulkenberg,sauber,12,20,W,0.00,0,"Did not start",,,NULL,
799,2025,17,max_verstappen,red_bull,1,1,1,25.00,51,Finished,1:33:26.408,1:43.388,1,
800,2025,17,russell,mercedes,5,2,2,18.00,51,Finished,+14.609,1:43.754,2,
801,2025,17,sainz,williams,2,3,3,15.00,51,Finished,+19.199,1:43.972,4,
802,2025,17,antonelli,mercedes,4,4,4,12.00,51,Finished,+21.760,1:44.091,6,
803,2025,17,lawson,rb,3,5,5,10.00,51,Finished,+33.290,1:44.531,13,
804,2025,17,tsunoda,red_bull,6,6,6,8.00,51,Finished,+33.808,1:44.434,12,
805,2025,17,norris,mclaren,7,7,7,6.00,51,Finished,+34.227,1:44.155,8,
806,2025,17,hamilton,ferrari,12,8,8,4.00,51,Finished,+36.310,1:43.977,5,
807,2025,17,leclerc,ferrari,10,9,9,2.00,51,Finished,+36.774,1:44.274,9,
808,2025,17,hadjar,rb,8,10,10,1.00,51,Finished,+38.982,1:43.884,3,
809,2025,17,bortoleto,sauber,13,11,11,0.00,51,Finished,+1:07.606,1:44.930,14,
810,2025,17,bearman,haas,15,12,12,0.00,51,Finished,+1:08.262,1:44.288,10,
811,2025,17,albon,williams,19,13,13,0.00,51,Finished,+1:12.870,1:44.152,7,
812,2025,17,ocon,haas,20,14,14,0.00,51,Finished,+1:17.580,1:45.388,17,
813,2025,17,alonso,aston_martin,11,15,15,0.00,51,Finished,+1:18.707,1:45.002,15,
814,2025,17,hulkenberg,sauber,17,16,16,0.00,51,Finished,+1:20.237,1:44.370,11,
815,2025,17,stroll,aston_martin,14,17,17,0.00,51,Finished,+1:36.392,1:45.083,16,
816,2025,17,gasly,alpine,18,18,18,0.00,50,Lapped,+3.865,1:45.492,18,
817,2025,17,colapinto,alpine,16,19,19,0.00,50,Lapped,+6.325,1:46.055,19,
818,2025,17,piastri,mclaren,9,20,R,0.00,0,Retired,,,NULL,
819,2025,18,russell,mercedes,1,1,1,25.00,62,Finished,1:40:22.367,1:35.676,11,
820,2025,18,max_verstappen,red_bull,2,2,2,18.00,62,Finished,+5.430,1:35.649,10,
821,2025,18,norris,mclaren,5,3,3,15.00,62,Finished,+6.066,1:35.555,7,
822,2025,18,piastri,mclaren,3,4,4,12.00,62,Finished,+8.146,1:35.408,6,
823,2025,18,antonelli,mercedes,4,5,5,10.00,62,Finished,+33.681,1:35.303,4,
824,2025,18,leclerc,ferrari,7,6,6,8.00,62,Finished,+45.996,1:35.983,14,
825,2025,18,alonso,aston_martin,10,7,7,6.00,62,Finished,+1:20.667,1:35.862,13,
826,2025,18,hamilton,ferrari,6,8,8,4.00,62,Finished,+1:25.251,1:33.808,1,
827,2025,18,bearman,haas,9,9,9,2.00,62,Finished,+1:33.527,1:36.201,15,
828,2025,18,sainz,williams,18,10,10,1.00,61,Lapped,+10.754,1:34.963,3,
829,2025,18,hadjar,rb,8,11,11,0.00,61,Lapped,+17.335,1:36.938,18,
830,2025,18,tsunoda,red_bull,13,12,12,0.00,61,Lapped,+19.269,1:36.831,17,
831,2025,18,stroll,aston_martin,15,13,13,0.00,61,Lapped,+24.490,1:35.851,12,
832,2025,18,albon,williams,20,14,14,0.00,61,Lapped,+25.320,1:35.648,9,
833,2025,18,lawson,rb,12,15,15,0.00,61,Lapped,+27.145,1:35.641,8,
834,2025,18,colapinto,alpine,16,16,16,0.00,61,Lapped,+42.890,1:37.182,20,
835,2025,18,bortoleto,sauber,14,17,17,0.00,61,Lapped,+46.753,1:37.126,19,
836,2025,18,ocon,haas,17,18,18,0.00,61,Lapped,+47.133,1:36.646,16,
837,2025,18,gasly,alpine,19,19,19,0.00,61,Lapped,+47.461,1:34.573,2,
838,2025,18,hulkenberg,sauber,11,20,20,0.00,61,Lapped,+49.040,1:35.404,5,
839,2025,19,max_verstappen,red_bull,1,1,1,25.00,56,Finished,1:34:00.161,1:37.991,3,
840,2025,19,norris,mclaren,2,2,2,18.00,56,Finished,+7.959,1:37.620,2,
841,2025,19,leclerc,ferrari,3,3,3,15.00,56,Finished,+15.373,1:38.231,5,
842,2025,19,hamilton,ferrari,5,4,4,12.00,56,Finished,+28.536,1:38.361,8,
843,2025,19,piastri,mclaren,6,5,5,10.00,56,Finished,+29.678,1:38.564,10,
844,2025,19,russell,mercedes,4,6,6,8.00,56,Finished,+33.456,1:38.224,4,
845,2025,19,tsunoda,red_bull,13,7,7,6.00,56,Finished,+52.714,1:38.803,13,
846,2025,19,hulkenberg,sauber,11,8,8,4.00,56,Finished,+57.249,1:38.372,9,
847,2025,19,bearman,haas,8,9,9,2.00,56,Finished,+1:04.722,1:39.119,16,
848,2025,19,alonso,aston_martin,10,10,10,1.00,56,Finished,+1:10.001,1:38.789,12,
849,2025,19,lawson,rb,12,11,11,0.00,56,Finished,+1:13.209,1:38.983,14,
850,2025,19,stroll,aston_martin,19,12,12,0.00,56,Finished,+1:14.778,1:39.071,15,
851,2025,19,antonelli,mercedes,7,13,13,0.00,56,Finished,+1:15.746,1:37.577,1,
852,2025,19,albon,williams,18,14,14,0.00,56,Finished,+1:20.000,1:38.328,7,
853,2025,19,ocon,haas,17,15,15,0.00,56,Finished,+1:23.043,1:39.263,18,
854,2025,19,hadjar,rb,20,16,16,0.00,56,Finished,+1:32.807,1:38.724,11,
855,2025,19,colapinto,alpine,15,17,17,0.00,55,Lapped,+2.307,1:39.173,17,
856,2025,19,bortoleto,sauber,16,18,18,0.00,55,Lapped,+3.557,1:38.275,6,
857,2025,19,gasly,alpine,14,19,19,0.00,55,Lapped,+6.155,1:39.270,19,
858,2025,19,sainz,williams,9,20,R,0.00,5,Retired,,1:40.327,20,
859,2025,20,norris,mclaren,1,1,1,25.00,71,Finished,1:37:58.574,1:20.764,8,
860,2025,20,leclerc,ferrari,2,2,2,18.00,71,Finished,+30.324,1:21.588,14,
861,2025,20,max_verstappen,red_bull,5,3,3,15.00,71,Finished,+31.049,1:21.108,10,
862,2025,20,bearman,haas,9,4,4,12.00,71,Finished,+40.955,1:20.705,7,
863,2025,20,piastri,mclaren,7,5,5,10.00,71,Finished,+42.065,1:20.422,3,
864,2025,20,antonelli,mercedes,6,6,6,8.00,71,Finished,+47.837,1:20.826,9,
865,2025,20,russell,mercedes,4,7,7,6.00,71,Finished,+50.287,1:20.052,1,
866,2025,20,hamilton,ferrari,3,8,8,4.00,71,Finished,+56.446,1:20.601,6,
867,2025,20,ocon,haas,11,9,9,2.00,71,Finished,+1:15.464,1:21.869,17,
868,2025,20,bortoleto,sauber,16,10,10,1.00,71,Finished,+1:16.863,1:21.121,11,
869,2025,20,tsunoda,red_bull,10,11,11,0.00,71,Finished,+1:19.048,1:21.486,13,
870,2025,20,albon,williams,17,12,12,0.00,70,Lapped,+2.450,1:20.480,4,
871,2025,20,hadjar,rb,8,13,13,0.00,70,Lapped,+6.656,1:21.714,16,
872,2025,20,stroll,aston_martin,19,14,14,0.00,70,Lapped,+7.035,1:20.593,5,
873,2025,20,gasly,alpine,18,15,15,0.00,70,Lapped,+44.080,1:22.271,18,
874,2025,20,colapinto,alpine,20,16,16,0.00,70,Lapped,+44.376,1:21.342,12,
875,2025,20,sainz,williams,12,17,17,0.00,67,Retired,,1:20.098,2,
876,2025,20,alonso,aston_martin,14,18,R,0.00,34,Retired,,1:21.708,15,
877,2025,20,hulkenberg,sauber,13,19,R,0.00,25,Retired,,1:23.091,19,
878,2025,20,lawson,rb,15,20,R,0.00,5,Retired,,1:25.124,20,
879,2025,21,norris,mclaren,1,1,1,25.00,71,Finished,1:32:01.596,1:13.040,6,
880,2025,21,antonelli,mercedes,2,2,2,18.00,71,Finished,+10.388,1:13.123,9,
881,2025,21,max_verstappen,red_bull,19,3,3,15.00,71,Finished,+10.750,1:12.447,2,
882,2025,21,russell,mercedes,6,4,4,12.00,71,Finished,+15.267,1:13.097,8,
883,2025,21,piastri,mclaren,4,5,5,10.00,71,Finished,+15.749,1:12.742,3,
884,2025,21,bearman,haas,8,6,6,8.00,71,Finished,+29.630,1:13.483,13,
885,2025,21,lawson,rb,7,7,7,6.00,71,Finished,+52.642,1:14.029,18,
886,2025,21,hadjar,rb,5,8,8,4.00,71,Finished,+52.873,1:13.694,15,
887,2025,21,hulkenberg,sauber,10,9,9,2.00,71,Finished,+53.324,1:13.474,11,
888,2025,21,gasly,alpine,9,10,10,1.00,71,Finished,+53.914,1:13.736,16,
889,2025,21,albon,williams,12,11,11,0.00,71,Finished,+54.184,1:12.400,1,
890,2025,21,ocon,haas,20,12,12,0.00,71,Finished,+54.696,1:13.481,12,
891,2025,21,sainz,williams,15,13,13,0.00,71,Finished,+55.420,1:13.683,14,
892,2025,21,alonso,aston_martin,11,14,14,0.00,71,Finished,+55.766,1:13.312,10,
893,2025,21,colapinto,alpine,16,15,15,0.00,71,Finished,+57.777,1:12.816,5,
894,2025,21,stroll,aston_martin,14,16,16,0.00,71,Finished,+58.247,1:13.094,7,
895,2025,21,tsunoda,red_bull,17,17,17,0.00,71,Finished,+1:09.176,1:12.774,4,
896,2025,21,hamilton,ferrari,13,18,R,0.00,37,Retired,,1:13.844,17,
897,2025,21,leclerc,ferrari,3,19,R,0.00,5,Retired,,1:43.560,19,
898,2025,21,bortoleto,sauber,18,20,R,0.00,0,Retired,,,NULL,
899,2025,22,max_verstappen,red_bull,2,1,1,25.00,50,Finished,1:21:08.429,1:33.365,1,
900,2025,22,russell,mercedes,4,2,2,18.00,50,Finished,+23.546,1:34.592,9,
901,2025,22,antonelli,mercedes,17,3,3,15.00,50,Finished,+30.488,1:33.998,2,
902,2025,22,leclerc,ferrari,9,4,4,12.00,50,Finished,+30.678,1:34.304,3,
903,2025,22,sainz,williams,3,5,5,10.00,50,Finished,+34.924,1:34.496,4,
904,2025,22,hadjar,rb,8,6,6,8.00,50,Finished,+45.257,1:34.620,10,
905,2025,22,hulkenberg,sauber,11,7,7,6.00,50,Finished,+51.134,1:34.592,8,
906,2025,22,hamilton,ferrari,19,8,8,4.00,50,Finished,+59.369,1:34.553,6,
907,2025,22,ocon,haas,13,9,9,2.00,50,Finished,+1:00.635,1:34.557,7,
908,2025,22,bearman,haas,14,10,10,1.00,50,Finished,+1:10.549,1:34.519,5,
909,2025,22,alonso,aston_martin,7,11,11,0.00,50,Finished,+1:25.308,1:35.629,14,
910,2025,22,tsunoda,red_bull,20,12,12,0.00,50,Finished,+1:26.974,1:34.967,12,
911,2025,22,gasly,alpine,10,13,13,0.00,50,Finished,+1:31.702,1:35.674,15,
912,2025,22,lawson,rb,6,14,14,0.00,49,Lapped,+3.291,1:34.837,11,
913,2025,22,colapinto,alpine,15,15,15,0.00,49,Lapped,+10.459,1:35.780,16,
914,2025,22,albon,williams,16,16,R,0.00,35,Retired,,1:35.184,13,
915,2025,22,bortoleto,sauber,18,17,R,0.00,2,Retired,,,NULL,
916,2025,22,stroll,aston_martin,12,18,R,0.00,0,Retired,,,NULL,
917,2025,22,norris,mclaren,1,19,D,0.00,50,Disqualified,,,NULL,
918,2025,22,piastri,mclaren,5,20,D,0.00,50,Disqualified,,,NULL,
919,2025,23,max_verstappen,red_bull,3,1,1,25.00,57,Finished,1:24:38.241,1:23.498,5,
920,2025,23,piastri,mclaren,1,2,2,18.00,57,Finished,+7.995,1:22.996,1,
921,2025,23,sainz,williams,7,3,3,15.00,57,Finished,+22.665,1:23.859,6,
922,2025,23,norris,mclaren,2,4,4,12.00,57,Finished,+23.315,1:23.197,2,
923,2025,23,antonelli,mercedes,5,5,5,10.00,57,Finished,+28.317,1:23.955,8,
924,2025,23,russell,mercedes,4,6,6,8.00,57,Finished,+48.599,1:23.198,3,
925,2025,23,alonso,aston_martin,8,7,7,6.00,57,Finished,+54.045,1:23.940,7,
926,2025,23,leclerc,ferrari,10,8,8,4.00,57,Finished,+56.785,1:24.432,13,
927,2025,23,lawson,rb,12,9,9,2.00,57,Finished,+1:00.073,1:23.971,9,
928,2025,23,tsunoda,red_bull,15,10,10,1.00,57,Finished,+1:01.770,1:24.139,10,
929,2025,23,albon,williams,14,11,11,0.00,57,Finished,+1:06.931,1:24.261,11,
930,2025,23,hamilton,ferrari,17,12,12,0.00,57,Finished,+1:17.730,1:24.848,14,
931,2025,23,bortoleto,sauber,19,13,13,0.00,57,Finished,+1:24.812,1:25.233,17,
932,2025,23,colapinto,alpine,20,14,14,0.00,56,Lapped,+3.283,1:25.644,19,
933,2025,23,ocon,haas,16,15,15,0.00,56,Lapped,+4.253,1:25.056,16,
934,2025,23,gasly,alpine,9,16,16,0.00,56,Lapped,+4.941,1:25.376,18,
935,2025,23,stroll,aston_martin,18,17,17,0.00,55,Retired,,1:23.484,4,
936,2025,23,hadjar,rb,6,18,18,0.00,55,Retired,,1:24.317,12,
937,2025,23,bearman,haas,13,19,R,0.00,41,Retired,,1:24.930,15,
938,2025,23,hulkenberg,sauber,11,20,R,0.00,6,Retired,,1:28.139,20,
939,2025,24,max_verstappen,red_bull,1,1,1,25.00,58,Finished,1:26:07.469,1:27.625,5,
940,2025,24,piastri,mclaren,3,2,2,18.00,58,Finished,+12.594,1:26.765,2,
941,2025,24,norris,mclaren,2,3,3,15.00,58,Finished,+16.572,1:26.818,3,
942,2025,24,leclerc,ferrari,5,4,4,12.00,58,Finished,+23.279,1:26.725,1,
943,2025,24,russell,mercedes,4,5,5,10.00,58,Finished,+48.563,1:28.599,14,
944,2025,24,alonso,aston_martin,6,6,6,8.00,58,Finished,+1:07.562,1:28.279,11,
945,2025,24,ocon,haas,8,7,7,6.00,58,Finished,+1:09.876,1:28.655,15,
946,2025,24,hamilton,ferrari,16,8,8,4.00,58,Finished,+1:12.670,1:28.094,10,
947,2025,24,hulkenberg,sauber,18,9,9,2.00,58,Finished,+1:19.014,1:27.050,4,
948,2025,24,stroll,aston_martin,15,10,10,1.00,58,Finished,+1:19.523,1:27.626,6,
949,2025,24,bortoleto,sauber,7,11,11,0.00,58,Finished,+1:21.043,1:29.114,19,
950,2025,24,bearman,haas,11,12,12,0.00,58,Finished,+1:21.166,1:28.976,17,
951,2025,24,sainz,williams,12,13,13,0.00,58,Finished,+1:22.158,1:29.052,18,
952,2025,24,tsunoda,red_bull,10,14,14,0.00,58,Finished,+1:23.794,1:28.557,13,
953,2025,24,antonelli,mercedes,14,15,15,0.00,58,Finished,+1:24.399,1:28.029,9,
954,2025,24,albon,williams,17,16,16,0.00,58,Finished,+1:30.327,1:28.367,12,
955,2025,24,hadjar,rb,9,17,17,0.00,57,Lapped,+1.327,1:29.375,20,
956,2025,24,lawson,rb,13,18,18,0.00,57,Lapped,+4.659,1:28.886,16,
957,2025,24,gasly,alpine,19,19,19,0.00,57,Lapped,+11.908,1:27.767,8,
958,2025,24,colapinto,alpine,20,20,20,0.00,57,Lapped,+14.003,1:27.710,7,
959,2026,1,russell,mercedes,1,1,1,25.00,58,Finished,1:23:06.801,1:22.670,6,
960,2026,1,antonelli,mercedes,2,2,2,18.00,58,Finished,+2.974,1:22.417,3,
961,2026,1,leclerc,ferrari,4,3,3,15.00,58,Finished,+15.519,1:22.579,5,
962,2026,1,hamilton,ferrari,7,4,4,12.00,58,Finished,+16.144,1:22.423,4,
963,2026,1,norris,mclaren,6,5,5,10.00,58,Finished,+51.741,1:22.358,2,
964,2026,1,max_verstappen,red_bull,20,6,6,8.00,58,Finished,+54.617,1:22.091,1,
965,2026,1,bearman,haas,12,7,7,6.00,57,Lapped,+4.593,1:24.020,11,
966,2026,1,arvid_lindblad,rb,9,8,8,4.00,57,Lapped,+11.816,1:24.182,12,
967,2026,1,bortoleto,audi,10,9,9,2.00,57,Lapped,+12.775,1:23.257,8,
968,2026,1,gasly,alpine,14,10,10,1.00,57,Lapped,+29.027,1:24.486,15,
969,2026,1,ocon,haas,13,11,11,0.00,57,Lapped,+29.850,1:24.424,14,
970,2026,1,albon,williams,15,12,12,0.00,57,Lapped,+56.075,1:24.375,13,
971,2026,1,lawson,rb,8,13,13,0.00,57,Lapped,+57.173,1:23.783,10,
972,2026,1,colapinto,alpine,16,14,14,0.00,56,Lapped,+8.487,1:22.926,7,
973,2026,1,sainz,williams,21,15,15,0.00,56,Lapped,+36.886,1:23.590,9,
974,2026,1,perez,cadillac,18,16,16,0.00,55,Lapped,+7.850,1:26.070,19,
975,2026,1,stroll,aston_martin,22,17,R,0.00,43,Lapped,,1:25.410,17,
976,2026,1,alonso,aston_martin,17,18,R,0.00,21,Retired,,1:25.713,18,
977,2026,1,bottas,cadillac,19,19,R,0.00,15,Retired,,1:27.364,20,
978,2026,1,hadjar,red_bull,3,20,R,0.00,10,Retired,,1:25.239,16,
979,2026,1,piastri,mclaren,5,21,W,0.00,0,"Did not start",,,NULL,
980,2026,1,hulkenberg,audi,11,22,W,0.00,0,"Did not start",,,NULL,
981,2026,2,antonelli,mercedes,1,1,1,25.00,56,Finished,1:33:15.607,1:35.275,1,
982,2026,2,russell,mercedes,2,2,2,18.00,56,Finished,+5.515,1:35.400,2,
983,2026,2,hamilton,ferrari,3,3,3,15.00,56,Finished,+25.267,1:36.092,5,
984,2026,2,leclerc,ferrari,4,4,4,12.00,56,Finished,+28.894,1:36.011,4,
985,2026,2,bearman,haas,10,5,5,10.00,56,Finished,+57.268,1:36.429,8,
986,2026,2,gasly,alpine,7,6,6,8.00,56,Finished,+59.647,1:36.505,9,
987,2026,2,lawson,rb,14,7,7,6.00,56,Finished,+1:20.588,1:37.096,12,
988,2026,2,hadjar,red_bull,9,8,8,4.00,56,Finished,+1:27.247,1:37.311,13,
989,2026,2,sainz,williams,17,9,9,2.00,55,Lapped,+11.673,1:37.981,14,
990,2026,2,colapinto,alpine,12,10,10,1.00,55,Lapped,+12.403,1:36.783,10,
991,2026,2,hulkenberg,audi,11,11,11,0.00,55,Lapped,+21.109,1:36.180,7,
992,2026,2,arvid_lindblad,rb,15,12,12,0.00,55,Lapped,+22.828,1:36.099,6,
993,2026,2,bottas,cadillac,19,13,13,0.00,55,Lapped,+56.158,1:38.393,15,
